share_name                     ,number,first_date,last_date
SSE PLC    LS-*50              ,881905.ETR,13.11.2020,23.04.2021
ST GOBAIN            EO 4      ,872087.FFM,13.11.2020,23.04.2021
ST GOBAIN            EO 4      ,872087.ETR,13.11.2020,23.04.2021
STABILUS S.A. INH. EO-*01      ,A113Q5.FFM,13.11.2020,23.04.2021
STABILUS S.A. INH. EO-*01      ,A113Q5.ETR,13.11.2020,23.04.2021
STADA ARZNEIMITT. NA O.N.      ,725180.FFM,04.01.2019,01.01.2019
STANLEY BL. + DECK.DL2*50      ,A1CTQA.FFM,13.11.2020,23.04.2021
STANLEY BL. + DECK.DL2*50      ,A1CTQA.ETR,13.11.2020,23.04.2021
STARBUCKS CORP.                ,884437.FFM,13.11.2020,23.04.2021
STARBUCKS CORP.                ,884437.ETR,13.11.2020,23.04.2021
STATE STREET CORP.   DL 1      ,864777.ETR,15.01.2021,23.04.2021
STATE STREET CORP.   DL 1      ,864777.FFM,15.01.2021,23.04.2021
STE GENERALE INH. EO 1*25      ,873403.FFM,13.11.2020,23.04.2021
STE GENERALE INH. EO 1*25      ,873403.ETR,13.11.2020,23.04.2021
STEICO SE                      ,A0LR93.FFM,13.11.2020,23.04.2021
STEICO SE                      ,A0LR93.ETR,13.11.2020,23.04.2021
STEINHOFF INT.HLDG.EO-*50      ,A14XB9.FFM,13.11.2020,23.04.2021
STEINHOFF INT.HLDG.EO-*50      ,A14XB9.ETR,13.11.2020,23.04.2021
STELLANTIS NV     EO -*01      ,A2QL01.ETR,27.01.2021,23.04.2021
STELLANTIS NV     EO -*01      ,A2QL01.FFM,27.01.2021,23.04.2021
STEMMER IMAGING AG INH ON      ,A2G9MZ.FFM,13.11.2020,23.04.2021
STEMMER IMAGING AG INH ON      ,A2G9MZ.ETR,13.11.2020,23.04.2021
STMICROELECTRONICS             ,893438.FFM,13.11.2020,23.04.2021
STMICROELECTRONICS             ,893438.ETR,13.11.2020,23.04.2021
STO SE+CO.KGAA VZO O.N.        ,727413.FFM,13.11.2020,23.04.2021
STO SE+CO.KGAA VZO O.N.        ,727413.ETR,13.11.2020,23.04.2021
STOCKHOLM IT VENTURES AB       ,A116BG.FFM,11.10.2019,01.01.2019
STORA ENSO OYJ R EO 1*70       ,871004.ETR,26.03.2021,23.04.2021
STORA ENSO OYJ R EO 1*70       ,871004.FFM,26.03.2021,23.04.2021
STRATEC SE  NA O.N.            ,STRA55.FFM,13.11.2020,23.04.2021
STRATEC SE  NA O.N.            ,STRA55.ETR,13.11.2020,23.04.2021
STRATEVIC FINANCE GR. AB       ,A116BG.ETR,04.09.2019,04.09.2019
STROEER SE + CO. KGAA          ,749399.FFM,13.11.2020,23.04.2021
STROEER SE + CO. KGAA          ,749399.ETR,13.11.2020,23.04.2021
STRYKER CORP.      DL-*10      ,864952.FFM,13.11.2020,23.04.2021
STRYKER CORP.      DL-*10      ,864952.ETR,13.11.2020,23.04.2021
STS GROUP AG  O.N.             ,A1TNU6.FFM,13.11.2020,23.04.2021
STS GROUP AG  O.N.             ,A1TNU6.ETR,13.11.2020,23.04.2021
SUEDZUCKER AG  O.N.            ,729700.FFM,13.11.2020,23.04.2021
SUEDZUCKER AG  O.N.            ,729700.ETR,13.11.2020,23.04.2021
SUESS MICROTEC SE NA O.N.      ,A1K023.FFM,13.11.2020,23.04.2021
SUESS MICROTEC SE NA O.N.      ,A1K023.ETR,13.11.2020,23.04.2021
SUEZ                 EO 4      ,A0Q418.FFM,08.05.2020,01.01.2019
SUEZ                 EO 4      ,A0Q418.ETR,20.03.2020,20.03.2020
SUNRUN INC.      DL-*0001      ,A14V1T.ETR,15.01.2021,23.04.2021
SUNRUN INC.      DL-*0001      ,A14V1T.FFM,15.01.2021,23.04.2021
SURGUTNEFTEGAS ADR/10          ,904596.FFM,26.03.2021,23.04.2021
SURGUTNEFTEGAS ADR/10          ,904596.ETR,22.03.2021,22.03.2021
SURTECO GROUP SE INH O.N.      ,517690.FFM,13.11.2020,23.04.2021
SURTECO GROUP SE INH O.N.      ,517690.ETR,13.11.2020,23.04.2021
SVB FINL GROUP    DL-*001      ,A0ET46.ETR,15.01.2021,23.04.2021
SVB FINL GROUP    DL-*001      ,A0ET46.FFM,15.01.2021,23.04.2021
SWATCH GRP AG INH.SF 2*25      ,865126.ETR,18.01.2019,18.01.2019
SWATCH GRP AG INH.SF 2*25      ,865126.FFM,21.06.2019,01.01.2019
SWATCH GRP AG NAM.SF 0*45      ,871110.ETR,16.01.2019,16.01.2019
SWATCH GRP AG NAM.SF 0*45      ,871110.FFM,21.06.2019,01.01.2019
SWISS RE AG NAM.  SF -*10      ,A1H81M.FFM,30.09.2020,22.01.2021
SWISS RE AG NAM.  SF -*10      ,A1H81M.ETR,14.12.2020,23.04.2021
SWISSCOM AG NAM.    SF 1       ,916234.FFM,09.08.2019,01.01.2019
SWISSCOM AG NAM.    SF 1       ,916234.ETR,28.06.2019,28.06.2019
SYMRISE AG INH. O.N.           ,SYM999.FFM,13.11.2020,23.04.2021
SYMRISE AG INH. O.N.           ,SYM999.ETR,13.11.2020,23.04.2021
SYNBIOTIC SE  INH O.N.         ,A2LQ77.ETR,15.01.2021,23.04.2021
SYNBIOTIC SE  INH O.N.         ,A2LQ77.FFM,15.01.2021,23.04.2021
SYNCHRONY FIN.    DL-*001      ,A117UJ.ETR,13.11.2020,23.04.2021
SYNCHRONY FIN.    DL-*001      ,A117UJ.FFM,13.11.2020,23.04.2021
SYNOPSYS INC.      DL-*01      ,883703.ETR,13.11.2020,23.04.2021
SYNOPSYS INC.      DL-*01      ,883703.FFM,13.11.2020,23.04.2021
SYSCO CORP.          DL 1      ,859121.ETR,15.01.2021,23.04.2021
SYSCO CORP.          DL 1      ,859121.FFM,15.01.2021,23.04.2021
SYZYGY AG O.N.                 ,510480.FFM,13.11.2020,23.04.2021
SYZYGY AG O.N.                 ,510480.ETR,13.11.2020,23.04.2021
T-MOBILE US INC.DL*-00001      ,A1T7LU.FFM,13.11.2020,23.04.2021
T-MOBILE US INC.DL*-00001      ,A1T7LU.ETR,13.11.2020,23.04.2021
T.ROW.PR.GRP       DL-*20      ,870967.ETR,15.01.2021,23.04.2021
T.ROW.PR.GRP       DL-*20      ,870967.FFM,15.01.2021,23.04.2021
TABULA EU.ITR.BD IG EO D.      ,A2PW5L.FFM,07.02.2020,07.02.2020
TAG IMMOBILIEN AG              ,830350.FFM,13.11.2020,23.04.2021
TAG IMMOBILIEN AG              ,830350.ETR,13.11.2020,23.04.2021
TAG IMMOBILIEN AG  NEUE        ,A2TSQ2.FFM,17.05.2019,17.05.2019
TAG IMMOBILIEN AG NEUE         ,A3H23X.ETR,15.01.2021,23.04.2021
TAG IMMOBILIEN AG NEUE         ,A3H23X.FFM,15.01.2021,23.04.2021
TAG IMMOBILIEN AG NEUE         ,A254U9.FFM,19.06.2020,19.06.2020
TAKE-TWO INTERACT. SOFTW.      ,914508.ETR,15.01.2021,23.04.2021
TAKE-TWO INTERACT. SOFTW.      ,914508.FFM,15.01.2021,23.04.2021
TAKKT AG O.N.                  ,744600.FFM,13.11.2020,23.04.2021
TAKKT AG O.N.                  ,744600.ETR,13.11.2020,23.04.2021
TALANX AG NA O.N.              ,TLX100.FFM,13.11.2020,23.04.2021
TALANX AG NA O.N.              ,TLX100.ETR,13.11.2020,23.04.2021
TAPESTRY INC.      DL-*01      ,A2JSR1.ETR,15.01.2021,23.04.2021
TAPESTRY INC.      DL-*01      ,A2JSR1.FFM,15.01.2021,23.04.2021
TARGET CORP.     DL-*0833      ,856243.FFM,13.11.2020,23.04.2021
TARGET CORP.     DL-*0833      ,856243.ETR,13.11.2020,23.04.2021
TEAMVIEWER AG  INH O.N.        ,A2YN90.FFM,13.11.2020,23.04.2021
TEAMVIEWER AG  INH O.N.        ,A2YN90.ETR,13.11.2020,23.04.2021
TECHNOTRANS SE NA O.N.         ,A0XYGA.FFM,13.11.2020,23.04.2021
TECHNOTRANS SE NA O.N.         ,A0XYGA.ETR,13.11.2020,23.04.2021
TELE COLUMBUS AG NA O.N.       ,TCAG17.FFM,13.11.2020,23.04.2021
TELE COLUMBUS AG NA O.N.       ,TCAG17.ETR,13.11.2020,23.04.2021
TELE COLUMBUS AG VERK. NA      ,TCAG1V.ETR,16.02.2021,14.04.2021
TELE COLUMBUS AG VERK. NA      ,TCAG1V.FFM,16.02.2021,23.04.2021
TELECOM ITALIA                 ,120470.FFM,13.11.2020,23.04.2021
TELECOM ITALIA                 ,120470.ETR,13.11.2020,23.04.2021
TELECOM ITALIA RNC             ,120471.ETR,13.11.2020,23.04.2021
TELECOM ITALIA RNC             ,120471.FFM,13.11.2020,23.04.2021
TELEFLEX INC.        DL 1      ,855853.ETR,15.01.2021,23.04.2021
TELEFLEX INC.        DL 1      ,855853.FFM,15.01.2021,23.04.2021
TELEFONICA DTLD HLDG NA        ,A1J5RX.FFM,13.11.2020,23.04.2021
TELEFONICA DTLD HLDG NA        ,A1J5RX.ETR,13.11.2020,23.04.2021
TELEFONICA INH.      EO 1      ,850775.FFM,13.11.2020,23.04.2021
TELEFONICA INH.      EO 1      ,850775.ETR,13.11.2020,23.04.2021
TELEFONICA S.A.EO 1 ADR 1      ,874715.FFM,13.11.2020,23.04.2021
TELEFONICA S.A.EO 1 ADR 1      ,874715.ETR,13.11.2020,22.03.2021
TELEKOM AUSTRIA AG             ,588811.FFM,13.11.2020,23.04.2021
TELEKOM AUSTRIA AG             ,588811.ETR,13.11.2020,23.04.2021
TELES AG INFORM.TECH. ON       ,A289B0.ETR,13.11.2020,23.04.2021
TELES AG INFORM.TECH. ON       ,A289B0.FFM,13.11.2020,23.04.2021
TELES AG INFORM.TECHN.         ,745490.ETR,09.07.2020,09.07.2020
TELES AG INFORM.TECHN.         ,745490.FFM,21.08.2020,01.01.2019
TERADYNE INC.     DL-*125      ,859892.ETR,15.01.2021,23.04.2021
TERADYNE INC.     DL-*125      ,859892.FFM,15.01.2021,23.04.2021
TESCO PLC          LS-*05      ,852647.ETR,13.11.2020,12.02.2021
TESCO PLC          LS-*05      ,852647.FFM,13.11.2020,23.04.2021
TESCO PLC     LS-*0633333      ,A2QQMK.ETR,16.02.2021,23.04.2021
TESCO PLC     LS-*0633333      ,A2QQMK.FFM,16.02.2021,23.04.2021
TESLA INC. DL -*001            ,A1CX3T.FFM,13.11.2020,23.04.2021
TESLA INC. DL -*001            ,A1CX3T.ETR,13.11.2020,23.04.2021
TEXAS INSTR.         DL 1      ,852654.FFM,13.11.2020,23.04.2021
TEXAS INSTR.         DL 1      ,852654.ETR,13.11.2020,23.04.2021
THE NAGA GROUP AG NA O.N.      ,A161NR.FFM,13.11.2020,23.04.2021
THE NAGA GROUP AG NA O.N.      ,A161NR.ETR,13.11.2020,23.04.2021
THE ODP CORP. DL-*01           ,A2P739.ETR,13.11.2020,23.04.2021
THE ODP CORP. DL-*01           ,A2P739.FFM,13.11.2020,23.04.2021
THE SOCIAL CHAIN AG NA ON      ,A1YC99.FFM,13.11.2020,23.04.2021
THE SOCIAL CHAIN AG NA ON      ,A1YC99.ETR,13.11.2020,23.04.2021
THE SOUTHERN CO.     DL 5      ,852523.ETR,13.11.2020,23.04.2021
THE SOUTHERN CO.     DL 5      ,852523.FFM,13.11.2020,23.04.2021
THE TRA.DESK A DL-*000001      ,A2ARCV.ETR,15.01.2021,23.04.2021
THE TRA.DESK A DL-*000001      ,A2ARCV.FFM,15.01.2021,23.04.2021
THERMO FISH.SCIENTIF.DL 1      ,857209.FFM,20.11.2020,23.04.2021
THERMO FISH.SCIENTIF.DL 1      ,857209.ETR,20.11.2020,23.04.2021
THINK EUROP.EQUITY U.ETF       ,A14PPP.FFM,27.12.2019,01.01.2019
THINK GLO.EQUITY U.ETF         ,A1J01T.FFM,04.01.2019,01.01.2019
THINK IB.AAA-AA GOV.BD UE      ,A1T84N.FFM,27.12.2019,01.01.2019
THINK IBOXX CORP.BD U.ETF      ,A1T84M.FFM,27.12.2019,01.01.2019
THINK IBOXX GOV.BD U.ETF       ,A1J7LH.FFM,04.01.2019,01.01.2019
THINK MORN.HIGH DIV.U.ETF      ,A2JAHJ.FFM,22.11.2019,01.01.2019
THINK MORN.NO.AM.EQ.U.ETF      ,A2JAHD.FFM,07.02.2020,01.01.2019
THINK SUST.WORLD UCITS         ,A12HWR.FFM,04.01.2019,01.01.2019
THYSSENKRUPP AG O.N.           ,750000.FFM,13.11.2020,23.04.2021
THYSSENKRUPP AG O.N.           ,750000.ETR,13.11.2020,23.04.2021
TIFFANY + CO.      DL-*01      ,872811.ETR,15.01.2021,03.02.2021
TIFFANY + CO.      DL-*01      ,872811.FFM,15.01.2021,22.01.2021
TILRAY INC. CL.2 DL-*0001      ,A2JQSC.FFM,13.11.2020,23.04.2021
TILRAY INC. CL.2 DL-*0001      ,A2JQSC.ETR,13.11.2020,23.04.2021
TJX COS INC.         DL 1      ,854854.ETR,15.01.2021,23.04.2021
TJX COS INC.         DL 1      ,854854.FFM,15.01.2021,23.04.2021
TLG IMMOBILIEN AG              ,A12B8Z.FFM,13.11.2020,23.04.2021
TLG IMMOBILIEN AG              ,A12B8Z.ETR,13.11.2020,23.04.2021
TLG IMMOBILIEN AG Z.UMT.       ,A25410.ETR,13.02.2020,13.02.2020
TLG IMMOBILIEN AG Z.UMT.       ,A25410.FFM,20.03.2020,20.03.2020
TMC CONTENT GR.AG INH.SF1      ,121527.ETR,13.11.2020,23.04.2021
TMC CONTENT GR.AG INH.SF1      ,121527.FFM,13.11.2020,23.04.2021
TOM TAILOR HLDG  NA O.N.       ,A0STST.ETR,13.11.2020,21.12.2020
TOM TAILOR HLDG  NA O.N.       ,A0STST.FFM,13.11.2020,22.01.2021
TONKENS AGRAR AG               ,A1EMHE.FFM,13.11.2020,23.04.2021
TONKENS AGRAR AG               ,A1EMHE.ETR,13.11.2020,23.04.2021
TORO CO               DL1      ,861568.ETR,26.01.2021,23.04.2021
TORO CO               DL1      ,861568.FFM,27.01.2021,23.04.2021
TOTAL S.E.        EO 2*50      ,850727.FFM,13.11.2020,23.04.2021
TOTAL S.E.        EO 2*50      ,850727.ETR,13.11.2020,23.04.2021
TRACTOR SUPPLY    DL-*008      ,889826.ETR,15.01.2021,23.04.2021
TRACTOR SUPPLY    DL-*008      ,889826.FFM,15.01.2021,23.04.2021
TRANSUNION        DL -*01      ,A14TUX.ETR,15.01.2021,23.04.2021
TRANSUNION        DL -*01      ,A14TUX.FFM,15.01.2021,23.04.2021
TRATON SE   INH O.N.           ,TRAT0N.FFM,13.11.2020,23.04.2021
TRATON SE   INH O.N.           ,TRAT0N.ETR,13.11.2020,23.04.2021
TRAUMHAUS AG  INH O.N.         ,A2NB7S.FFM,13.11.2020,23.04.2021
TRAUMHAUS AG  INH O.N.         ,A2NB7S.ETR,13.11.2020,23.04.2021
TRAVELERS COS INC.             ,A0MLX4.ETR,13.11.2020,23.04.2021
TRAVELERS COS INC.             ,A0MLX4.FFM,13.11.2020,23.04.2021
TRIPADVISOR INC. DL -*001      ,A1JRLK.FFM,13.11.2020,23.04.2021
TRIPADVISOR INC. DL -*001      ,A1JRLK.ETR,13.11.2020,23.04.2021
TRUIST FINL CORP.    DL 5      ,A2PWMZ.ETR,15.01.2021,23.04.2021
TRUIST FINL CORP.    DL 5      ,A2PWMZ.FFM,15.01.2021,23.04.2021
TTL BET.GRDBES.AG INH ON       ,750100.FFM,13.11.2020,23.04.2021
TTL BET.GRDBES.AG INH ON       ,750100.ETR,13.11.2020,23.04.2021
TUBESOLAR AG  INH O.N.         ,A2PXQD.FFM,14.12.2020,23.04.2021
TUBESOLAR AG  INH O.N.         ,A2PXQD.ETR,14.12.2020,23.04.2021
TUFF GROUP AG  O.N.            ,A161N2.FFM,13.11.2020,23.04.2021
TUFF GROUP AG  O.N.            ,A161N2.ETR,13.11.2020,23.04.2021
TUI AG  BZR                    ,TUAG10.ETR,15.01.2021,22.01.2021
TUI AG NA O.N.                 ,TUAG00.FFM,13.11.2020,23.04.2021
TUI AG NA O.N.                 ,TUAG00.ETR,13.11.2020,23.04.2021
TWITTER INC.   DL-*000005      ,A1W6XZ.FFM,13.11.2020,23.04.2021
TWITTER INC.   DL-*000005      ,A1W6XZ.ETR,13.11.2020,23.04.2021
TYSON FOODS INC A  DL-*10      ,870625.ETR,15.01.2021,23.04.2021
TYSON FOODS INC A  DL-*10      ,870625.FFM,15.01.2021,23.04.2021
U.S. BANCORP       DL-*01      ,917523.ETR,13.11.2020,23.04.2021
U.S. BANCORP       DL-*01      ,917523.FFM,13.11.2020,23.04.2021
UBER TECH.      DL-*00001      ,A2PHHG.FFM,13.11.2020,23.04.2021
UBER TECH.      DL-*00001      ,A2PHHG.ETR,13.11.2020,23.04.2021
UBS E.-MSCI EMU S.R.EOAD       ,A1JA1T.FFM,07.02.2020,07.02.2020
UBS ETF-MSCI USA S.R.ADDL      ,A1JA1S.FFM,07.02.2020,07.02.2020
UBS ETF-S.D.B.B A HGDEOA       ,A2JQXC.FFM,17.05.2019,17.05.2019
UBS ETFS-CMCI C.SF DLAACC      ,A1C79N.FFM,27.12.2019,27.12.2019
UBS ETFS-CMCI CO.CR.HEOAA      ,A2P2W6.FFM,21.08.2020,21.08.2020
UBS ETFS-CMCI EX-A.SF DAA      ,A141AP.FFM,27.12.2019,27.12.2019
UBS ETFS-MSCI AC AXJ.AADL      ,A1JZY0.FFM,27.12.2019,27.12.2019
UBS ETFS-MSCI CH.A SF AAD      ,A2PRV8.FFM,20.03.2020,20.03.2020
UBS GROUP AG      SF -*10      ,A12DFH.FFM,22.11.2019,01.01.2019
UBS GROUP AG      SF -*10      ,A12DFH.ETR,28.06.2019,28.06.2019
UBS I.ETF-DL G.SEL.DIV.AD      ,A11471.FFM,07.02.2020,07.02.2020
UBS(I)-F.MSCI US.L.V.ADDL      ,A14XL8.FFM,07.02.2020,07.02.2020
UBS(I)-F.MSCI US.P.V.ADDL      ,A14XL9.FFM,07.02.2020,07.02.2020
UBS(I)-FA.MSCI US.QU.AAHE      ,A14Y6W.FFM,22.11.2019,22.11.2019
UBS(I)-MSCI WOR. U.E.ADDL      ,A1JVCA.FFM,07.02.2020,07.02.2020
UBS(I.)-S+P 500 ESG ADLA       ,A2PEVA.FFM,30.09.2020,30.10.2020
UBS(I.)ETF-SP500 UE AAEOH      ,A2AMYQ.FFM,22.11.2019,22.11.2019
UBS(I.)ETF-SP500 UE HTEAD      ,A2H7WJ.FFM,27.12.2019,27.12.2019
UBS-B.B.EUR H.Q.L.A.AD.EO      ,A2JLRU.FFM,07.02.2020,07.02.2020
UBS-B.B.US L.C.UETF ADL        ,A110Q5.FFM,07.02.2020,07.02.2020
UBS-B.B.US L.C.UETF AEOH       ,A110Q8.FFM,27.12.2019,27.12.2019
UBS-BB.DL.EMS.UETF HEOAA       ,A1439H.FFM,27.12.2019,27.12.2019
UBS-BB.US710Y.TBUETF DLAD      ,A1JRDC.FFM,27.12.2019,27.12.2019
UBS-BBEALC1-5Y.UETF AEO        ,A110QF.FFM,07.02.2020,07.02.2020
UBS-BBMGL CO.SU ADLA           ,A2PYA0.FFM,21.08.2020,21.08.2020
UBS-BBMSCIEALCSUETF ADEO       ,A2AQ6D.FFM,27.12.2019,27.12.2019
UBS-BBUSLC1-5YUETF ADL         ,A110QP.FFM,07.02.2020,07.02.2020
UBS-BBUSLC1-5YUETF AEOH        ,A110QS.FFM,07.02.2020,07.02.2020
UBS-E.-M.UK H.TO EO AAEO       ,A1W3AF.FFM,07.02.2020,07.02.2020
UBS-E.-SBI F.AAA-BBB1-5AD      ,A1H9GF.FFM,07.02.2020,07.02.2020
UBS-E.SBI F.AAA-BBB5-10AD      ,A1H9GG.FFM,27.12.2019,27.12.2019
UBS-ETF-MSCI E.MA.S.R.ADL      ,A110QE.FFM,21.06.2019,21.06.2019
UBS-ETF-MSCI E.MA.S.R.ADL      ,A110QD.FFM,27.12.2019,27.12.2019
UBS-ETF-MSCI EMU S.C.EOAD      ,A1JHNE.FFM,07.02.2020,07.02.2020
UBS-ETF-MSCI JAP.H-EO AAC      ,A14MFB.FFM,21.08.2020,21.08.2020
UBS-ETF-MSCI JAP.SR AAEOH      ,A14X32.FFM,22.11.2019,22.11.2019
UBS-ETF-MSCI JAPAN YNAD        ,794361.FFM,27.12.2019,27.12.2019
UBS-ETF-MSCI PAC.S.R.AADL      ,A1W3LH.FFM,30.09.2020,30.10.2020
UBS-ETF-MSCI UK H-EO AAC       ,A14ME3.FFM,21.08.2020,21.08.2020
UBS-ETF-MSCI WLD.S.R.AADL      ,A1W3CQ.FFM,27.12.2019,27.12.2019
UBS-JPM EMFELCB ETF  ADDL      ,A2JBPA.FFM,07.02.2020,07.02.2020
UBS-JPM US EM D.BD1-5ADDL      ,A2DUHR.FFM,27.12.2019,27.12.2019
UBS-JPMCG1-10YB ADLA           ,A2PYAK.FFM,08.05.2020,08.05.2020
UBSETF-MESFM AEOA              ,A2JKF5.FFM,07.02.2020,07.02.2020
UBSIETFMSUSSCRS ADLA           ,A2PZBD.FFM,21.08.2020,21.08.2020
UBSIETFMSUSSCRS ADLD           ,A2PZBC.FFM,21.08.2020,21.08.2020
UBSIETFMSWLSCRS A HEDGEDE      ,A2PZBK.FFM,21.08.2020,21.08.2020
UBSIETFMSWLSCRS ADLA           ,A2PZBJ.FFM,23.04.2021,23.04.2021
UBSIETFMSWLSCRS ADLD           ,A2PZBH.FFM,21.08.2020,21.08.2020
UET AG   O.N.                  ,A0LBKW.FFM,13.11.2020,23.04.2021
UET AG   O.N.                  ,A0LBKW.ETR,13.11.2020,23.04.2021
UIE-MSCI W.ETF ADLA            ,A2PK5J.FFM,21.06.2019,21.06.2019
UMICORE S.A.                   ,A2H5A3.FFM,13.11.2020,23.04.2021
UMICORE S.A.                   ,A2H5A3.ETR,13.11.2020,23.04.2021
UMT UTD MOB.TECHN. O.N.        ,A2YN70.FFM,13.11.2020,23.04.2021
UMT UTD MOB.TECHN. O.N.        ,A2YN70.ETR,13.11.2020,23.04.2021
UMT UTD MOB.TECHN.AG           ,528610.FFM,11.10.2019,01.01.2019
UMT UTD MOB.TECHN.AG           ,528610.ETR,27.09.2019,27.09.2019
UMWELTBANK AG O.N.             ,557080.FFM,13.11.2020,23.04.2021
UMWELTBANK AG O.N.             ,557080.ETR,13.11.2020,23.04.2021
UNDER ARMOUR A DL-*000333      ,A0HL4V.ETR,13.11.2020,23.04.2021
UNDER ARMOUR A DL-*000333      ,A0HL4V.FFM,13.11.2020,23.04.2021
UNDER ARMOUR C DL-*000333      ,A2AF8T.ETR,13.11.2020,23.04.2021
UNDER ARMOUR C DL-*000333      ,A2AF8T.FFM,13.11.2020,23.04.2021
UNICREDIT                      ,A2DJV6.FFM,13.11.2020,23.04.2021
UNICREDIT                      ,A2DJV6.ETR,13.11.2020,23.04.2021
UNIDEVICE AG  INH O.N.         ,A11QLU.FFM,13.11.2020,23.04.2021
UNIDEVICE AG  INH O.N.         ,A11QLU.ETR,13.11.2020,23.04.2021
UNILEVER CVA    EO -*16        ,A0JMZB.FFM,09.08.2019,01.01.2019
UNILEVER CVA    EO -*16        ,A0JMZB.ETR,28.06.2019,28.06.2019
UNILEVER EO-*16 N.Y.SHS 1      ,856090.ETR,13.11.2020,27.11.2020
UNILEVER NAM.     EO -*16      ,A0JMQ9.FFM,13.11.2020,22.01.2021
UNILEVER NAM.     EO -*16      ,A0JMQ9.ETR,13.11.2020,27.11.2020
UNILEVER PLC   LS-*031111      ,A0JNE2.FFM,13.11.2020,23.04.2021
UNILEVER PLC   LS-*031111      ,A0JNE2.ETR,13.11.2020,23.04.2021
UNION PAC.        DL 2*50      ,858144.FFM,13.11.2020,23.04.2021
UNION PAC.        DL 2*50      ,858144.ETR,13.11.2020,23.04.2021
UNIPER SE  NA O.N.             ,UNSE01.FFM,13.11.2020,23.04.2021
UNIPER SE  NA O.N.             ,UNSE01.ETR,13.11.2020,23.04.2021
UNIQA INSURANCE GROUP AG       ,928900.FFM,13.11.2020,23.04.2021
UNIQA INSURANCE GROUP AG       ,928900.ETR,13.11.2020,23.04.2021
UNIQURE N.V.      EO -*05      ,A1XDTV.ETR,26.01.2021,23.04.2021
UNIQURE N.V.      EO -*05      ,A1XDTV.FFM,27.01.2021,23.04.2021
UNISYS CORP. NEW   DL-*01      ,A0YCM4.ETR,13.11.2020,23.04.2021
UNISYS CORP. NEW   DL-*01      ,A0YCM4.FFM,13.11.2020,23.04.2021
UNITED LABELS O.N.             ,548956.FFM,13.11.2020,23.04.2021
UNITED LABELS O.N.             ,548956.ETR,13.11.2020,23.04.2021
UNITED PARCEL SE.B DL-01       ,929198.ETR,13.11.2020,23.04.2021
UNITED PARCEL SE.B DL-01       ,929198.FFM,13.11.2020,23.04.2021
UNITED RENTALS INC.DL-*01      ,911443.ETR,15.01.2021,23.04.2021
UNITED RENTALS INC.DL-*01      ,911443.FFM,15.01.2021,23.04.2021
UNITED STATES STEEL  DL 1      ,529498.ETR,13.11.2020,23.04.2021
UNITED STATES STEEL  DL 1      ,529498.FFM,13.11.2020,23.04.2021
UNITEDHEALTH GROUP DL-*01      ,869561.FFM,13.11.2020,23.04.2021
UNITEDHEALTH GROUP DL-*01      ,869561.ETR,13.11.2020,23.04.2021
UPM KYMMENE CORP.              ,881026.ETR,18.08.2020,18.08.2020
UPM KYMMENE CORP.              ,881026.FFM,30.09.2020,30.10.2020
URANIUM ENERGY    DL-*001      ,A0JDRR.FFM,13.11.2020,23.04.2021
URANIUM ENERGY    DL-*001      ,A0JDRR.ETR,13.11.2020,23.04.2021
URBAN OUTFITTERS DL-*0001      ,888903.ETR,13.11.2020,23.04.2021
URBAN OUTFITTERS DL-*0001      ,888903.FFM,13.11.2020,23.04.2021
USU SOFTWARE AG                ,A0BVU2.FFM,13.11.2020,23.04.2021
USU SOFTWARE AG                ,A0BVU2.ETR,13.11.2020,23.04.2021
UTD AIRLINES HLDGS DL-*01      ,A1C6TV.FFM,20.11.2020,23.04.2021
UTD AIRLINES HLDGS DL-*01      ,A1C6TV.ETR,20.11.2020,23.04.2021
UTD TECHN.           DL 1      ,852759.ETR,02.04.2020,02.04.2020
UTD TECHN.           DL 1      ,852759.FFM,08.05.2020,01.01.2019
UTD.INTERNET AG NA             ,508903.FFM,13.11.2020,23.04.2021
UTD.INTERNET AG NA             ,508903.ETR,13.11.2020,23.04.2021
UZIN UTZ AG O.N.               ,755150.FFM,13.11.2020,23.04.2021
UZIN UTZ AG O.N.               ,755150.ETR,13.11.2020,23.04.2021
V.F. CORP.                     ,857621.FFM,13.11.2020,23.04.2021
V.F. CORP.                     ,857621.ETR,13.11.2020,23.04.2021
VA-Q-TEC AG NA O.N.            ,663668.FFM,13.11.2020,23.04.2021
VA-Q-TEC AG NA O.N.            ,663668.ETR,13.11.2020,23.04.2021
VA.FTSE A.W.H.D.Y.UETFDLA      ,A2PLTB.FFM,21.08.2020,21.08.2020
VALERO ENERGY CORP.DL-*01      ,908683.ETR,15.01.2021,23.04.2021
VALERO ENERGY CORP.DL-*01      ,908683.FFM,15.01.2021,23.04.2021
VALLOUREC            EO 2      ,852809.FFM,15.02.2019,01.01.2019
VALNEVA SE        EO -*15      ,A0MVJZ.FFM,15.02.2019,01.01.2019
VAN.EUR EURO.G.B.UETF EOD      ,A143JL.FFM,07.02.2020,07.02.2020
VAN.FDS.-GL.AG.BD HGDEOA       ,A2PJZJ.FFM,13.09.2019,13.09.2019
VAN.USD CORP.BD DL ACC         ,A2PCCH.FFM,21.06.2019,21.06.2019
VANECK ETFS-VVVG+ESP.ADLA      ,A2PLDF.FFM,13.09.2019,13.09.2019
VANECK VEC.NAT.RESOU. ADL      ,A2DYHW.FFM,07.02.2020,07.02.2020
